ts_us,iface,length,payload_len,direction,eth_type,src_mac,dst_mac,ip_version,protocol,src_ip,dst_ip,src_port,dst_port,tcp_flags,flow_key,payload_sample
1760903523666103,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523666211,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,4576836163c8a12c47e283d88ce7222f9ec612116eb4b4e273eb4ad4ae6527c3
1760903523666218,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523666355,Ethernet,857,803,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,a65f3099a796438c0db8a5e5c4fe1ce9b6896db74e175347d77f7443224b35ba
1760903523666408,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,1703034011f5a080eb3aefaad917e02553ca52f0359c12340a71ad14b1f5847c
1760903523666413,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523666530,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,58d7c6081bb2d21acd88ce377c6177df2b78a500e079b647bccdd842cca71490
1760903523666653,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,8d0ee049d956f4fb6fbdbd2565139984a0c3bcbec7236f5b75c388b439e73786
1760903523666658,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523666776,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,79bf58ebb34bd4c2dc9fa7cb08668371f884e26229c56557f1bb51a422548fcd
1760903523666781,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523666899,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,65af6fcedead1c75e969dd0c3032045c366e44f50a66cf66cc28fbda1a7a9254
1760903523666905,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523667044,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,6c6bc1eb4578d444fb051ececb06c9bb9a720d92f52e8ce7e7e07736546d9512
1760903523667157,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,103985f5b4ea73351e4c1caae54e7479b0260df1424239a7638a6503f8e64b38
1760903523667163,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523667308,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,aea372fc03453458553641848b4b7fc20feab86e1ee3ce51cb6bfafd77fa31af
1760903523667405,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,2ae7d4547ec2a45857857720284cac9c87d024e4bb09f9acfdbced4611162e1a
1760903523667410,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523667528,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,f3c4888fd646855a2563f54171039dcc66ebedf7c2dbf142b8b5eb3c719feed6
1760903523667651,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,2faffdac5dee7d17dab9c9096440ce75c2cee384b7b65e754ac3ed8b8cefaefe
1760903523667659,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523667775,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,1e53fb64e05f973c4598554f0166f63867c8dd212a0f891a5a15e9b7297929b3
1760903523667785,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523667898,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,8444afd2c52a281852752a6cadb6c634f8a8012f1a68119790cc8c95b8165d3a
1760903523667905,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523668020,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,15dff4d7c2b510106f6dde391d0acb3f084c1326a7696f3829931346963ad255
1760903523668025,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523668161,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,6923b17bab35baed4f84fcdbfe936871aa75a5a522602dcf075245bfa89b4a94
1760903523668269,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,c26cd9d052bf1655992f0b829604fb55bc58ca794665cb963a61477e7da4eac5
1760903523668280,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523668389,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,2b6edc8fe2ff5d4a7b24207417ceed3e9a99f8ba91ead2a058ce5f35ae00cd0d
1760903523668512,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,72e0d32ac5a9d5f70f6a883908029a3197c9594da9fa6a7e4ba87a227da9c0b7
1760903523668517,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523668635,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,02b1734eebdfaf4fd8eabbdb04c29988324c637d15714127b5245af3f6d80a1d
1760903523668758,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,6ba9dc1510409350675da8d53e08f89f19df6c9b97e757bd7965f87cb1b60828
1760903523668764,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523668881,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,8b2fb6c371ba8ec1813d609f52bbef86d4b065edeade084071ceaf98beabd4f4
1760903523669058,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,5b7f527fde10ccbc2519ee2c790848eaf7fdba008ba40efa87767063cf374139
1760903523669065,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523669126,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,e06122fc914dd406feb3c251fe38023e451e9864cff1e84ff5893a53ad37f523
1760903523669164,Ethernet,466,412,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,607513abc27f533ad197a5b30a8d852f0352a030a55eb8f5c32114f2a2c3593c
1760903523669169,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523669353,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,89f2eea98cdadf1b073148444ef1ca1299bbac5889e4dc292d27dddfd06957b9
1760903523669414,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,92b0bfd591d114c54b0409092366b0a6c3bb090fef915432b35ee34f35a74d6f
1760903523669422,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523669536,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,1090598608a830fac37e3e9e93eeccc0d21fe468a3123896d861cff2be03c475
1760903523669659,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,12a9920f0db0fc10943fb648b90ecb74b55b116b0130525edb1ecf99d14b9401
1760903523669663,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523669782,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,abf38af77778aeb589304d1ca979d24ea7773b4d93c7400b6c570d26baeb14a1
1760903523669905,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,6e52d08a2d4a54f4836d777ed00a79779cf58669e60d73aa45e6b54d0fd91319
1760903523669912,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523670039,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,4fd7c2cedcbcf3f1d2e7469bd3716a88d9d315abf8537ae81da584dabc88694f
1760903523670068,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523670151,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,ed62d89cd0126219de563a09292b49965363e64c905432df2b0f7a3f1ed2262a
1760903523670158,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523670274,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,9f01ad74cbd26ed196cd2bf632313af910ff1090d4d1809dd2c944ee97f0a184
1760903523670397,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,4fbf2fd011561d336395eff867cc7d12579477b8db912faaf6ed945feb5abb24
1760903523670401,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523670520,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,f8606bc1a839b7a5a34929e8d1b9cc46b57317eaa323a0d889e3a791510f2842
1760903523670643,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,492039d8c56810dcdb6ae6f70238f28db861b28c23b6a8df9d8819df0086d0ed
1760903523670649,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523670772,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,b12d0c416f8b63014c575b38afded9f21b56ac3946bbb93ec58ea6c655148db7
1760903523670779,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523670889,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,af15ed2893ba731accd7cbb43574dc77a793663595bafd71f23d93a63bf5bd7d
1760903523670896,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671012,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,2a27463b4a51c73a51fc1fb88191bfe778463753bb3525045b74d50adf066b3c
1760903523671136,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,b061d3f8e4147b358675bada1391db50e437359ea84b1aa25c47d6e0f30be927
1760903523671140,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671258,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,670b8dfbcb6ef33588099e1eb8f8dde5a4bae0c50a1261f4ff0e0d08f56c5fe7
1760903523671263,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671381,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,a0326f02c97c47c7a6391b0c4d95202be365bfc7b0000a0036153dd5b9bdbdf0
1760903523671386,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671504,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,f8b474cba138ee77d91993469528d7198bd89c451819e2858fbde878783a4681
1760903523671511,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671629,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,41a18b77e0eb4cb083bb54414e5c488b1307c0f5fe3d51d6bac36d550b166c0c
1760903523671635,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671751,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,33ebd54d1602b5f21e40257215efe65b7908c887c2257c066fd4794c66cf4c7a
1760903523671756,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523671873,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,b9fd98d8f554b4b7ad72349d78029b2798cb682bf11d903ee1dd88a8eecde744
1760903523671996,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,23e1d7e0e326e0b93e83fc58514d54d4e75841e5a8988e103f1e7a2cb2bdf44e
1760903523672001,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523672120,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,ce0c2da7aa58482b588c6af19660395266ab549a8f9a6249620a3b5c433e5cf5
1760903523672126,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523672241,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,1fb84e9856fee6ffe9e9cf00f0a99558c45a5cf0aebdbafa380066546e3c5f1c
1760903523672248,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523672366,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,05dbac10e8fe158f32999915574216521544df7c6f986a969785d7a47a7fc55a
1760903523672420,Ethernet,686,632,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,0be63fe491528a00f3c13a359ee3bc30e399bc649aef0440ec52eeb5f2510749
1760903523672426,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523672546,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,1870a2f8b4e14893c6393222d9d5aa1e8724b8a791f1b469ab6d9c95614bd151
1760903523672669,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,3cecc4d42919273adba91f0cc3024cf8bcee2031b10a5e83c959042690a34a28
1760903523672674,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523672792,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,3768b2299244261582870391381629813d6c7ff0d86350a2023e6dc96510efa8
1760903523672915,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,1ab15f42af4648eccbf88eb1167834c92ed44f3386b354b292dc557ed2d30b48
1760903523672920,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523673038,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,9d19926eb727129e9e1d21e3d29507b2e2f75f792b2cbdea44a8c89a0ed67f95
1760903523673215,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,c5cdd9a449b2cea0c41079ace57473ec59cdb30079aa4769309ceb665b106967
